timestamp,open,high,low,close,volume
2024-11-24 02:12:00,98444.0,98592.0,98444.0,98592.0,31.14273
2024-11-24 02:13:00,98595.0,98596.0,98575.0,98583.0,1.27346
2024-11-24 02:14:00,98583.0,98590.0,98576.0,98576.0,0.63123
2024-11-24 02:15:00,98576.0,98576.0,98536.0,98536.0,10.23739
2024-11-24 02:16:00,98530.0,98530.0,98481.0,98505.0,1.00011
2024-11-24 02:17:00,98509.0,98522.0,98490.0,98522.0,0.40899
2024-11-24 02:18:00,98525.0,98526.0,98480.0,98480.0,3.00245
2024-11-24 02:19:00,98479.0,98479.0,98444.0,98445.0,5.49833
2024-11-24 02:20:00,98444.0,98489.0,98439.0,98483.0,3.85822
2024-11-24 02:21:00,98483.0,98483.0,98429.0,98436.0,0.25643
2024-11-24 02:22:00,98449.0,98460.0,98449.0,98457.0,0.52046
2024-11-24 02:23:00,98456.0,98469.0,98456.0,98459.0,0.80536
2024-11-24 02:24:00,98460.0,98534.0,98459.0,98524.0,5.6799
2024-11-24 02:25:00,98523.0,98575.0,98522.0,98565.0,9.00395
2024-11-24 02:26:00,98565.0,98590.0,98564.0,98590.0,1.26809
2024-11-24 02:27:00,98589.0,98634.0,98589.0,98612.0,13.8236
2024-11-24 02:28:00,98612.0,98656.0,98612.0,98644.0,10.56018
2024-11-24 02:29:00,98644.0,98644.0,98627.0,98628.0,0.57614
2024-11-24 02:30:00,98628.0,98628.0,98627.0,98628.0,1.07926
2024-11-24 02:31:00,98627.0,98628.0,98567.0,98568.0,0.18637
2024-11-24 02:32:00,98567.0,98568.0,98561.0,98561.0,6.29546
2024-11-24 02:33:00,98560.0,98568.0,98560.0,98568.0,0.16206
2024-11-24 02:34:00,98567.0,98568.0,98541.0,98542.0,0.78266
2024-11-24 02:35:00,98542.0,98568.0,98542.0,98568.0,0.09794
2024-11-24 02:36:00,98567.0,98594.0,98561.0,98561.0,1.12115
2024-11-24 02:37:00,98560.0,98577.0,98542.0,98567.0,0.09808
2024-11-24 02:38:00,98566.0,98585.0,98566.0,98585.0,0.17929
2024-11-24 02:39:00,98584.0,98616.0,98584.0,98616.0,0.89412
2024-11-24 02:40:00,98619.0,98620.0,98591.0,98591.0,4.46466
2024-11-24 02:41:00,98590.0,98610.0,98590.0,98610.0,0.53028
2024-11-24 02:42:00,98609.0,98620.0,98606.0,98620.0,1.41586
2024-11-24 02:43:00,98619.0,98644.0,98619.0,98643.0,3.1253
2024-11-24 02:44:00,98629.0,98629.0,98562.0,98575.0,1.01591
2024-11-24 02:45:00,98560.0,98590.0,98532.0,98533.0,3.36831
2024-11-24 02:46:00,98532.0,98560.0,98532.0,98560.0,1.8786
2024-11-24 02:47:00,98559.0,98559.0,98542.0,98542.0,2.66813
2024-11-24 02:48:00,98543.0,98576.0,98543.0,98576.0,0.65461
2024-11-24 02:49:00,98575.0,98590.0,98542.0,98543.0,3.43421
2024-11-24 02:50:00,98540.0,98540.0,98534.0,98539.0,1.50773
2024-11-24 02:51:00,98530.0,98530.0,98489.0,98491.0,0.3046
2024-11-24 02:52:00,98508.0,98522.0,98508.0,98521.0,0.17145
2024-11-24 02:53:00,98521.0,98522.0,98491.0,98491.0,0.09562
2024-11-24 02:54:00,98490.0,98504.0,98490.0,98496.0,0.22967
2024-11-24 02:55:00,98495.0,98496.0,98493.0,98496.0,0.2131
2024-11-24 02:56:00,98502.0,98503.0,98463.0,98463.0,0.43769
2024-11-24 02:57:00,98460.0,98477.0,98460.0,98474.0,0.68126
2024-11-24 02:58:00,98474.0,98491.0,98473.0,98491.0,0.7189
2024-11-24 02:59:00,98490.0,98491.0,98464.0,98482.0,4.10734
2024-11-24 03:00:00,98481.0,98482.0,98453.0,98456.0,0.72722
2024-11-24 03:01:00,98455.0,98456.0,98411.0,98411.0,0.85733
2024-11-24 03:02:00,98410.0,98419.0,98410.0,98419.0,2.78138
2024-11-24 03:03:00,98418.0,98419.0,98367.0,98367.0,5.45986
2024-11-24 03:04:00,98366.0,98396.0,98310.0,98396.0,1.56433
2024-11-24 03:05:00,98400.0,98446.0,98400.0,98446.0,0.75761
2024-11-24 03:06:00,98450.0,98488.0,98441.0,98469.0,5.25524
2024-11-24 03:07:00,98469.0,98480.0,98469.0,98479.0,0.44993
2024-11-24 03:08:00,98480.0,98518.0,98480.0,98481.0,6.06837
2024-11-24 03:09:00,98480.0,98491.0,98480.0,98490.0,0.40572
2024-11-24 03:10:00,98480.0,98480.0,98449.0,98452.0,1.13544
2024-11-24 03:11:00,98451.0,98457.0,98440.0,98441.0,0.47199
2024-11-24 03:12:00,98445.0,98486.0,98445.0,98486.0,0.4056
2024-11-24 03:13:00,98482.0,98490.0,98478.0,98490.0,0.88589
2024-11-24 03:14:00,98498.0,98499.0,98492.0,98493.0,0.40463
2024-11-24 03:15:00,98492.0,98493.0,98434.0,98434.0,1.60124
2024-11-24 03:16:00,98433.0,98468.0,98429.0,98468.0,0.70173
2024-11-24 03:17:00,98470.0,98495.0,98470.0,98495.0,0.52984
2024-11-24 03:18:00,98500.0,98519.0,98500.0,98513.0,0.407
2024-11-24 03:19:00,98519.0,98520.0,98509.0,98510.0,0.41019
2024-11-24 03:20:00,98507.0,98507.0,98470.0,98470.0,0.41624
2024-11-24 03:21:00,98470.0,98481.0,98462.0,98480.0,0.52314
2024-11-24 03:22:00,98480.0,98480.0,98468.0,98469.0,0.75517
2024-11-24 03:23:00,98468.0,98468.0,98453.0,98454.0,2.00252
2024-11-24 03:24:00,98453.0,98454.0,98399.0,98402.0,8.65423
2024-11-24 03:25:00,98413.0,98413.0,98339.0,98344.0,1.14022
2024-11-24 03:26:00,98341.0,98369.0,98341.0,98342.0,7.06813
2024-11-24 03:27:00,98351.0,98400.0,98351.0,98398.0,3.30701
2024-11-24 03:28:00,98397.0,98398.0,98371.0,98371.0,1.27106
2024-11-24 03:29:00,98370.0,98390.0,98360.0,98361.0,0.17869
2024-11-24 03:30:00,98361.0,98361.0,98320.0,98329.0,3.20556
2024-11-24 03:31:00,98327.0,98328.0,98302.0,98306.0,1.44835
2024-11-24 03:32:00,98300.0,98320.0,98263.0,98320.0,2.63061
2024-11-24 03:33:00,98320.0,98322.0,98302.0,98303.0,0.58788
2024-11-24 03:34:00,98303.0,98346.0,98302.0,98346.0,0.93147
2024-11-24 03:35:00,98350.0,98360.0,98342.0,98342.0,0.7949
2024-11-24 03:36:00,98341.0,98342.0,98340.0,98341.0,0.14018
2024-11-24 03:37:00,98341.0,98341.0,98330.0,98341.0,0.08069
2024-11-24 03:38:00,98339.0,98339.0,98300.0,98300.0,0.78894
2024-11-24 03:39:00,98300.0,98307.0,98274.0,98275.0,1.63328
2024-11-24 03:40:00,98270.0,98275.0,98260.0,98260.0,0.74061
2024-11-24 03:41:00,98275.0,98276.0,98263.0,98264.0,0.38936
2024-11-24 03:42:00,98260.0,98269.0,98240.0,98269.0,1.23475
2024-11-24 03:43:00,98268.0,98269.0,98268.0,98269.0,0.12841
2024-11-24 03:44:00,98266.0,98267.0,98251.0,98260.0,0.15486
2024-11-24 03:45:00,98259.0,98295.0,98259.0,98295.0,0.52069
2024-11-24 03:46:00,98296.0,98297.0,98292.0,98293.0,0.07394
2024-11-24 03:47:00,98292.0,98320.0,98292.0,98320.0,0.1327
2024-11-24 03:48:00,98319.0,98319.0,98303.0,98311.0,0.07008
2024-11-24 03:49:00,98310.0,98313.0,98302.0,98302.0,0.56963
2024-11-24 03:50:00,98302.0,98303.0,98280.0,98281.0,0.58422
2024-11-24 03:51:00,98280.0,98280.0,98220.0,98220.0,1.91371
2024-11-24 03:52:00,98215.0,98222.0,98193.0,98222.0,1.31961
2024-11-24 03:53:00,98222.0,98228.0,98211.0,98213.0,0.44664
2024-11-24 03:54:00,98213.0,98224.0,98212.0,98224.0,0.45851
2024-11-24 03:55:00,98225.0,98226.0,98204.0,98204.0,2.37059
2024-11-24 03:56:00,98201.0,98216.0,98198.0,98216.0,1.06824
2024-11-24 03:57:00,98215.0,98256.0,98215.0,98256.0,0.74554
2024-11-24 03:58:00,98251.0,98266.0,98240.0,98266.0,9.85698
2024-11-24 03:59:00,98265.0,98290.0,98265.0,98290.0,0.49247
2024-11-24 04:00:00,98284.0,98286.0,98261.0,98261.0,0.90193
2024-11-24 04:01:00,98260.0,98261.0,98240.0,98241.0,0.24777
2024-11-24 04:02:00,98237.0,98237.0,98235.0,98235.0,2.59456
2024-11-24 04:03:00,98235.0,98236.0,98235.0,98236.0,0.07066
2024-11-24 04:04:00,98259.0,98274.0,98259.0,98274.0,0.15335
2024-11-24 04:05:00,98273.0,98290.0,98273.0,98290.0,0.14231
2024-11-24 04:06:00,98297.0,98334.0,98297.0,98334.0,1.3279
2024-11-24 04:07:00,98334.0,98334.0,98331.0,98331.0,4.58391
2024-11-24 04:08:00,98331.0,98334.0,98326.0,98326.0,10.12566
2024-11-24 04:09:00,98326.0,98340.0,98325.0,98339.0,10.0752
2024-11-24 04:10:00,98339.0,98340.0,98310.0,98310.0,0.24684
2024-11-24 04:11:00,98310.0,98310.0,98300.0,98300.0,0.56934
2024-11-24 04:12:00,98300.0,98301.0,98300.0,98300.0,0.06862
2024-11-24 04:13:00,98300.0,98301.0,98300.0,98300.0,0.07025
2024-11-24 04:14:00,98300.0,98301.0,98283.0,98283.0,0.29727
2024-11-24 04:15:00,98284.0,98284.0,98250.0,98250.0,0.18518
2024-11-24 04:16:00,98250.0,98250.0,98200.0,98200.0,1.22431
2024-11-24 04:17:00,98190.0,98190.0,98161.0,98161.0,0.4503
2024-11-24 04:18:00,98162.0,98175.0,98100.0,98115.0,5.96709
2024-11-24 04:19:00,98110.0,98146.0,98110.0,98146.0,2.61889
2024-11-24 04:20:00,98146.0,98147.0,98120.0,98120.0,0.16915
2024-11-24 04:21:00,98120.0,98139.0,98114.0,98139.0,1.09054
2024-11-24 04:22:00,98140.0,98219.0,98140.0,98219.0,0.95062
2024-11-24 04:23:00,98220.0,98240.0,98219.0,98239.0,0.17342
2024-11-24 04:24:00,98239.0,98240.0,98239.0,98239.0,0.0699
2024-11-24 04:25:00,98220.0,98240.0,98215.0,98239.0,0.08876
2024-11-24 04:26:00,98239.0,98240.0,98219.0,98219.0,0.06958
2024-11-24 04:27:00,98219.0,98220.0,98212.0,98212.0,0.10675
2024-11-24 04:28:00,98212.0,98213.0,98212.0,98212.0,0.10868
2024-11-24 04:29:00,98212.0,98213.0,98202.0,98202.0,0.27412
2024-11-24 04:30:00,98200.0,98202.0,98171.0,98201.0,0.07405
2024-11-24 04:31:00,98201.0,98226.0,98201.0,98204.0,2.07163
2024-11-24 04:32:00,98204.0,98204.0,98137.0,98137.0,0.0975
2024-11-24 04:33:00,98137.0,98137.0,98110.0,98110.0,0.07749
